index,sentiment,text
1151,Negative,"RT @toddstarnes: Megyn Kelly: ""Would you really let a mother die rather than have an abortion?” Are you freaking kidding me? #GOPDebate"
1152,Negative,The fact that several #GOPDebate-rs admit a voice in their head told them to run underscores the need for a mental health system overhaul.
1153,Negative,"What keeps Reince Priebus up at night!

#GOP #RNC #TRUMP #republicans #foxnews #tcot #GOPDebate http://t.co/1j0csjUmC8"
1154,Positive,RT @jonmcclellan: Miss the #GOPDebate tonight? Be sure to watch @TedCruz strong closing statement.  https://t.co/kQlgCBaV7p #CruzCrew
1155,Negative,"@FoxNews didn't ask Rubio about gang of ocho and i didn't hear anything but talking points from Marco.

#GOPDebate"
1156,Negative,RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? #GOPDebate  #GOPDebates
1157,Negative,Wait what? There can be debate about who did best in last night's #GOPDebate but it certainly wasn't @RandPaul...  https://t.co/wKLkMkDfIk
1158,Positive,"RT @kwrcrow: Dr. Carson remark on DC having half a brain, best line #GOPDebates."
1159,Negative,RT @monaeltahawy: I'll tell you the one good thing about #GOPDebates: candidates are tripping over themselves to outdo each other in sexism…
1160,Negative,"Politicians like .@HillaryClinton can accept money 4 campaigns from foreign donors, but Trump can't call someone a ""fat pig."" #GOPDebate #PC"
1161,Negative,Politics with Bea. #GOPDebate http://t.co/0Lkex8jjv1
1162,Negative,"At the #GOPDebate, we saw the candidates completely miss the mark on race &amp; #BlackLivesMatter
http://t.co/K9nhdpUE32 http://t.co/hlcqpXJzru"
1163,Negative,"Last night, I wasn't sure if I was watching the #GOPDebate or an @nbcsnl sketch. Absolutely hilarious."
1164,Negative,"Bush's idea for education reform, destroy the teacher's union. Common core is wrong and so is attacking our teachers. #GOPDebates"
1165,Negative,"And it was ALOT of ""I know you are but what am I!?"" type of ""comebacks"". I sat there watching almost in disbelief #GOPDebate"
1166,Positive,RT @kaylasmith4791: Really enjoyed everything @marcorubio had to say last night. #Rubio2016 #GOPDebate #AmericaOnPoint
1167,Negative,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …
1168,Negative,"Trump wants a ""big beautiful door"" in a wall for immigration. This door is on his fly. #GOPDebate #Wives"
1169,Negative,People who say they are #prolife are usually anti-social programs... They know that a society is a group of people right?! #GOPDebates
1170,Negative,"RT @larryelder: Trump should have said, ""Megyn, ask these nine candidates, if they plan to support ME when I win the nomination.""
#GOPDebat…"
1171,Negative,That about sums it up haha: 2016 bender starts now #SkimmLife #GOPDebate http://t.co/C4D62692Iq via @theSkimm
1172,Negative,"Imagine a #Trump Administration dealing with a US-Russia crisis. 

WWIII #GOPDebate"
1173,Negative,"RT @monaeltahawy: And was cheered! Shame, #GOPDebate: Trump responds to Megyn Kelly's questions on misogyny – with more misogyny http://t.c…"
1174,Negative,"Government secured bonds are not IOUs.  If they are, no one better tell China.  #gopdebates"
1175,Negative,RT @monaeltahawy: Can someone send this to #GOPDebates #BlackLivesMatter http://t.co/Jc9jhrrCPw
1176,Negative,"RT @AmyMek: The ONLY way @realDonaldTrump will ever be treated fairly by the media -&gt; 

#GOPDebate http://t.co/5wYduo9v2K"
1177,Negative,So we are going to wrap the #GOPDebates up without talking about the environment or gun violence?
1178,Positive,@DerrickBMartin: Stand-outs #GOPDebate   1.@marcorubio 2.@CarlyFiorina 3.@tedcruz 4.@RealBenCarson 5.@RickSantorum
1179,Negative,"RT @feministabulous: Scott Walker talking about what he'll do as President being ""just like what I did in Wisconsin"" is so scary. #GOPDebate"
1180,Negative,RT @goldietaylor: Huckabee. #GOPDebates http://t.co/Zy12bdUkx9
1181,Negative,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸
1182,Negative,"#GOPDebate last night is what we call ""diarrhea of the mouth"""
1183,Negative,Who wants to watch a debate where they are spoon fed little baby questions? Not me #GOPDebate
1184,Negative,#GOPDEBATES Still nothing about the VA.  I guess their all scared to talk about the dead!
1185,Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…
1186,Negative,@TwitchyTeam Why haven't I seen coverage on your site about the outrage over @megynkelly of @Foxnews during the #GOPDebate #InquiringMinds
1187,Negative,You know how your grandpa says something embarrassing each Christmas and you just have to roll with it? That was last night's #GOPDebate
1188,Negative,"RT @larryelder: Trump should have said, ""Megyn, ask these nine candidates, if they plan to support ME when I win the nomination.""
#GOPDebat…"
1189,Negative,Is it me or has Gov. Christie slimmed down even more? #GOPDebate
1190,Negative,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates
1191,Negative,"RT @LakotaMan1: The #GOPDebate (KKK rally). As seen through the eyes of Native Americans, African-Americans, and Hispanic Americans. http:/…"
1192,Negative,"RT @NewJusticeDept: The #GOPDebate: 10 (7 are white) men talking about ""making America great again."" 

What part of history we going back t…"
1193,Negative,RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? #GOPDebate  #GOPDebates
1194,Negative,"RT @BerrakDC: In other news, the bar just got very busy after the #GOPDebate ended. I guess everyone needed a drink after that mess."
1195,Negative,RT @MikeBrockett: I love how the candidates are talking all kinds of shit about each other #GOPDebates
1196,Positive,RT @DrMwba: Tell the bimbo to shut the F up #DonaldTrump! Hahahaha #GOPDebate
1197,Negative,"I'm quite certain that the @realDonaldTrump is working for @HillaryClinton. It is his mission to get her elected.

#GOPDebate"
1198,Negative,"RT @deray: Before the #GOPDebate began, didn't the moderators say that 8 million ppl were discussing ""racial issues""? What happened to thos…"
1199,Negative,"Since I went to get my hair done last night, I had to miss the new Comedy show, err I mean the #GOPDebate...so, how was it?"
1200,Positive,YOU GO HUCK. #GOPDebates #tcot
1201,Negative,"It's good that Facebook had their logo all over the debate last night, otherwise their brand awareness might have suffered. #GOPDebate"
1202,Negative,"If the only outcome of the #GOPDebate is that The Trump is a domineering boor, replace one of the old guys in suits with a monkey next time."
1203,Negative,"#GOPDebates @FoxNews. Frightening to think the media is giving so much attention to a man who uses the word ""stupid"" SO much!#DonaldTrump"
1204,Negative,@tamronhall @newsnation not a single question on environmental protection. The biggest failure of last night's #GOPDebate ignored by media
1205,Positive,"Shout-out to @megynkelly, landslide winner of last night's #GOPDebate. Amazing job moderating that thing."
1206,Negative,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates"
1207,Negative,"Bernie Sanders For President after watching that weak ass #GOPDebate last night, everybody in the @GOP is propaganda puppets"
1208,Positive,"Three best performance in the #GOPDebates (in no order), IMHO:  Carly Fiorina &amp; Ben Carson &amp; Marco Rubio."
1209,Negative,"#GOPDebate was hugely entertaining. Sadly, we learned almost nothing http://t.co/1Gt4LrEePO #tcot #LatinosListen #latism"
1210,Positive,RT @SmartBlackMan: Bush knocked down the Towers tho...#GOPDebate #KKKorGOP
1211,Negative,My family doesn't like John Kasich and they didn't think he did very good in the #GOPDebate
1212,Negative,"Trump railed because if you lose the nominee, back the party. Can't the same be said for the general election? Back the country! #GOPDebate"
1213,Negative,"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP"
1214,Negative,@GeekNStereo: #BlackLivesMatter is a cop killing movement. #GOPdebates
1215,Negative,"RT @pillary56: There's a difference between not being politically correct and being a massive jerk, Mr. Trump #GOPDebate"
1216,Negative,#MikeHuckabee has a really good career prospect as an open mic comedian #GOPDebate
1217,Negative,"RT @monaeltahawy: Oh boy: ""social issues"" = GOP code for who can control women's bodies &amp; sexuality the most. Hold on tight, TwitterLand  #…"
1218,Positive,"RT @BraunKen: Oh my. Reasonable answere by #Kasich2016 on gay question, and applause by crowd. Maybe a new GOP? #GOPDebate"
1219,Negative,Best thing about the #Dollywood2016 announcement: none of my friends are talking about the #GOPDebate any more.
1220,Negative,RT @shannonrwatts: The repeal of an #NRA-backed military gag-order contributed to a 22% decline in military suicides in 2013 #GOPdebate #gu…
1221,Negative,I hate when they call Social Security an entitlement. The  government doesn't fund Social Security you and your employer do. #GOPDebates
1222,Positive,"A minister, a doctor and 2 business owners walked on a stage last night and made the most sense to me. #GOPDebate http://t.co/Gly4myQxYw"
1223,Negative,RT @BRios82: These clowns didn't even tackle Climate change. They didn't mention Inequality at all. Are you surprised? #GOPDebate http://t.…
1224,Negative,RT @RWSurferGirl: We the American people pick the next President of United States not FOX News 🇺🇸 #GOPDebate  #GOPDebates
1225,Negative,RT @feministabulous: Ted Cruz thinks your birth control is an “abortion-inducing drug”  http://t.co/8O8FbzAfka #GOPDebate
1226,Negative,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates"
1227,Positive,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…
1228,Negative,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …
1229,Negative,Rick Perry just won this debate. #lowstandards #GOPdebates
1230,Negative,"To make it easier for you younger folks to understand...

@realDonaldTrump's douchebaggery game is on FLEEK!

#GOPDebate #whatadick"
1231,Negative,"After watching the #GOPDebate, you might as well hand the election to the #Democrat party."
1232,Negative,"This is going to be a long, tiring election season. 
""shockingly ill-informed"" candidates at #GOPDebate
http://t.co/vTK1k0tXiF voa @Slate"
1233,Negative,Guess she's not laughing now. #Carly2016 #CarlyFiorina #GOPDebate  https://t.co/KBt4LTzYHk
1234,Negative,"Interest take on the aftermath of the first 2016 #GOPDebate
We're actually talking about who &amp; when a candidate looked presidential @cspanwj"
1235,Negative,"if I have to see one more fucken #GOPDebate email, txt, or post I will break my computer in half. dont give these idiots the time of day"
1236,Negative,I did like @FredToucher's #GOPDebate analysis where  some guy made a great impression and then couldn't think of his name.#Kasich
1237,Negative,"RT @monaeltahawy: Oh boy: ""social issues"" = GOP code for who can control women's bodies &amp; sexuality the most. Hold on tight, TwitterLand  #…"
1238,Negative,Seriously couldn't look at a single candidate on stage and see them as our president. #GOPDebate
1239,Negative,Rubio can hardly keep to the script...#GOPDebates
1240,Negative,#GOPDebate When you're talking about the refs after the game they probably fucked up the calls. @FoxNews blew it big time.
1241,Negative,"RT @LeaSavoy: Overall view on #GOPDebates...

""I stayed home from work for this?""

My candidate choice has not changed 1 iota.

#CruzCrew"
1242,Negative,"RT @kumailn: And now the realization dawns on us. ""Holy shit. I've been watching Fox News."" #GOPDebate"
1243,Negative,I'm still reflecting on the #GOPDebate that basically made me #GOPeeMyPants.
1244,Negative,"Caller on the Rush Limbaugh show:""I have lost all respect for Fox News."" #FoxNews #GOPDebate"
1245,Negative,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates"
1246,Negative,RT @carmengoblue: It is like Miss America meets Jerry Springer. #gopdebate
1247,Negative,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates
1248,Negative,"RT @shannonrwatts: CDC funding for firearm injury prevention fell 96 percent, down to $100,000, from 1996 to 2013 http://t.co/hxkZueE2Uf #G…"
1249,Negative,What I learned from watching the #GOPDebate: People care more about a candidates religiosity than their ability to govern.
1250,Negative,RT @DanaCortez: #megynkellydebatequestions like Effie from Hunger Games. #GOPDebate.😞 http://t.co/Sm74WVmMd3
1251,Negative,@realDonaldTrump is the new @SarahPalinUSA #GOPDebates
1252,Negative,RT @JeremyDBond: Now THIS is a divisive question. #GOPDebate #pronunciation https://t.co/GZzOcPgSYV
1253,Negative,"RT @SalMasekela: Senator Cruz, any word from God? Just spit out my tequila. Damn you Megyn Kelly, it was the expensive kind. #GOPDebates"
1254,Negative,RT @ctmommy: Great. Even more people saw hack @megynkelly at #GOPdebate: Early numbers suggest record audience http://t.co/IIl0XF6T3p @foxN…
1255,Negative,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates"
1256,Negative,@ChrisChristie to @RandPaul:  after all youre just on committees and more privy about secret information than i am #jealousmuch  #GOPDebate
1257,Negative,RT @RWSurferGirl: A big problem facing Democrats will be how to get Hillary sober long enough for her to debate? #toot #GOPDebates
1258,Negative,"RT @marymauldin: Hey @FoxNews ! How absolutely fearful are you of @SenTedCruz ? 

I'm LOL at how you refuse to ask him questions!
#GOPDebat…"
1259,Negative,RT @RWSurferGirl: Tonight we learned that @GovChristie thinks he can remove our civil rights to fight terrorism. #GOPDebate  #GOPDebates
1260,Positive,Kasich the clear standout among #GOPDebate cannon fodder. But his record contradicts statements on LGBT acceptance: http://t.co/YNucKULnjV
1261,Negative,Storming here and directv satellite is coming and going. Let me know If THE DONALD actually ^answers^ a question! #GOPdebates
1262,Negative,RT @zellieimani: Many Americans are outraged over emerging videos of....*omg finally police violence *...planned parent hood. #GOPDebate
1263,Negative,"RT @GaltsGirl: Trump spoke for over 11 minutes last night. Rand Paul spoke for just over 5. 
That wasn't a #GOPDebate. It was a Reality TV …"
